,Harapan_Lama_Sekolah,Pengeluaran_Perkapita,Rerata_Lama_Sekolah,Usia_Harapan_Hidup,ipm,IPM
1308,12.03,7961,7.53,71.59,2,2
1309,12.41,10164,7.4,70.23,2,2
1310,13.73,11539,7.95,72.3,1,1
1311,13.26,17365,11.39,74.19,3,3
1312,15.41,16666,10.17,73.15,3,3
1313,13.51,9639,6.69,65.74,2,2
1314,11.51,8097,8.57,70.14,2,2
1315,12.98,11484,8.12,71.06,1,1
1316,12.13,7405,6.76,69.97,2,2
1317,13.12,9377,8.29,68.08,2,2
1318,12.08,9065,7.85,71.6,2,2
1319,12.86,10026,7.77,70.78,2,2
1320,12.59,11476,8.78,70.33,1,1
1321,13.15,9136,7.72,69.85,2,2
1322,12.24,10670,6.71,71.82,2,2
1323,12.32,6093,5.76,67.96,2,2
1324,13.82,8709,6.83,70.59,2,2
1325,13.46,10213,9.52,72.34,1,1
1326,12.92,11675,8.35,72.46,1,1
1327,14.13,14791,10.67,74.41,3,3
1328,11.97,8355,7.59,62.85,2,2
1329,13.36,12291,10.1,71.77,1,1
1330,13.23,11160,8.75,76.6,1,1
1331,15.53,15425,10.78,77.51,3,3
1332,12.83,8556,8.57,71.27,2,2
1333,12.79,11376,9.61,71.37,1,1
1334,13.58,8362,8.89,69.52,2,2
1335,11.59,10915,7.68,65.62,2,2
1336,14.21,13484,10.93,70.0,1,1
1337,13.88,10097,8.72,67.0,1,1
1338,12.27,7479,7.35,64.61,2,2
1339,12.08,7168,7.53,72.53,2,2
1340,12.79,6732,9.2,66.33,2,2
1341,12.71,13175,8.41,70.51,1,1
1342,12.77,11034,7.75,74.47,1,1
1343,12.42,10543,7.49,67.3,2,2
1344,13.3,12207,8.98,71.68,1,1
1345,12.87,8313,6.71,67.07,2,2
1346,12.04,10058,6.21,69.33,2,2
1347,11.8,7597,7.5,71.03,2,2
1348,11.87,12666,7.84,70.18,1,1
1349,13.06,6372,6.34,68.53,2,2
1350,12.71,7175,7.26,66.23,2,2
1351,12.22,9521,7.27,70.27,2,2
1352,13.4,10609,9.53,72.11,1,1
1353,13.82,13155,9.99,73.01,1,1
1354,12.2,12153,8.0,66.01,2,2
1355,13.08,13362,7.25,71.95,1,1
1356,13.18,10195,10.32,70.1,1,1
1357,12.9,7770,7.7,65.1,2,2
1358,13.27,11261,8.54,72.4,1,1
1359,15.02,14937,11.57,70.52,3,3
1360,14.09,7608,8.64,68.41,2,2
1361,13.06,10075,7.69,67.93,2,2
1362,12.8,11405,9.99,71.38,1,1
1363,15.05,11013,11.45,72.77,1,1
1364,13.77,8098,8.19,69.97,2,2
1365,12.09,10133,7.67,69.94,2,2
1366,14.32,13733,10.11,73.75,1,1
1367,12.06,9350,7.6,65.08,2,2
1368,11.62,8144,6.61,68.04,2,2
1369,11.97,9110,7.76,69.24,2,2
1370,16.28,14392,11.94,73.52,3,3
1371,13.35,7783,7.76,73.09,2,2
1372,13.69,9084,9.36,70.85,1,1
1373,15.06,10734,11.62,72.82,1,1
1374,13.0,8772,8.67,66.69,2,2
1375,13.57,8032,8.7,69.28,2,2
1376,12.89,11789,7.72,71.85,1,1
1377,13.57,10959,8.84,71.93,1,1
1378,16.5,14312,11.33,73.35,3,3
1379,13.62,11158,7.86,68.58,1,1
1380,13.69,11509,8.57,77.55,1,1
1381,8.83,4860,2.58,65.34,4,4
1382,12.3,7586,8.82,62.87,2,2
1383,12.61,11030,8.8,68.37,1,1
1384,12.35,10076,6.85,63.25,2,2
1385,14.06,9288,7.7,71.83,1,1
1386,12.83,11640,9.21,70.85,1,1
1387,11.81,12909,7.19,71.36,1,1
1388,14.34,12278,10.36,72.49,1,1
1389,12.36,10652,8.0,69.41,2,2
1390,13.01,14326,9.14,73.75,1,1
1391,13.91,14256,9.93,70.75,1,1
1392,11.97,10133,7.67,71.04,2,2
1393,12.76,7470,8.92,70.93,2,2
1394,12.81,8440,8.1,67.59,2,2
1395,13.27,10499,9.58,69.23,1,1
1396,12.12,10519,7.3,74.61,1,1
1397,12.35,9926,6.77,71.07,2,2
1398,13.61,11260,10.77,72.25,1,1
1399,13.34,23888,11.64,74.2,3,3
1400,12.55,9440,7.79,73.88,1,1
1401,12.6,10950,8.54,68.68,1,1
1402,13.14,11255,9.03,71.48,1,1
1403,13.15,9765,9.94,69.59,1,1
1404,12.05,10191,6.95,74.39,2,2
1405,10.5,6377,4.77,66.62,4,4
1406,13.18,9412,7.3,67.69,2,2
1407,13.27,10665,5.71,66.55,2,2
1408,12.51,11392,7.6,66.49,2,2
1409,12.9,9712,8.47,72.86,1,1
1410,11.79,8931,6.21,69.7,2,2
1411,14.19,10375,9.79,66.93,1,1
1412,12.88,9772,7.37,63.58,2,2
1413,12.62,10575,8.02,66.75,2,2
1414,13.71,12845,8.96,72.46,1,1
1415,12.61,12193,9.88,71.07,1,1
1416,12.99,9648,8.93,72.6,1,1
1417,12.84,6995,5.64,69.78,2,2
1418,13.34,12317,10.08,71.61,1,1
1419,14.81,13675,10.95,71.99,1,1
1420,12.24,9115,7.74,70.52,2,2
1421,12.99,11376,8.13,71.25,1,1
1422,15.0,15176,11.55,70.38,3,3
1423,13.57,10052,8.31,68.46,2,2
1424,12.5,10440,6.97,73.73,2,2
1425,12.27,10368,7.1,72.18,2,2
1426,11.98,8290,6.97,69.91,2,2
1427,12.39,7403,7.1,72.7,2,2
1428,14.02,10733,8.99,69.47,1,1
1429,12.34,10972,5.77,67.0,2,2
1430,12.53,12454,8.18,72.24,1,1
1431,12.95,10429,5.62,66.27,2,2
1432,12.28,11792,8.04,69.21,1,1
1433,12.97,11966,8.02,75.73,1,1
1434,12.82,7790,7.7,67.68,2,2
1435,11.74,10871,6.76,71.6,2,2
1436,11.74,10135,7.19,68.76,2,2
1437,12.91,13780,7.08,71.68,1,1
1438,11.92,8501,7.24,68.06,2,2
1439,12.61,11662,8.15,67.61,2,2
1440,13.63,13354,9.33,71.6,1,1
1441,14.73,15033,11.38,72.98,3,3
1442,12.07,9795,7.51,67.86,2,2
1443,12.41,11197,7.49,66.12,2,2
1444,14.26,10782,9.69,68.82,1,1
1445,12.76,9057,6.04,67.36,2,2
1446,13.22,9712,8.06,70.32,2,2
1447,13.41,7203,7.37,67.03,2,2
1448,12.88,11415,9.7,71.24,1,1
1449,12.33,7913,6.82,70.9,2,2
1450,13.39,12017,8.81,76.86,1,1
1451,12.89,7573,7.42,64.7,2,2
1452,11.98,8624,6.73,71.29,2,2
1453,13.32,12018,9.52,72.06,1,1
1454,13.28,9471,7.48,68.19,2,2
1455,14.24,13114,10.46,73.33,1,1
1456,13.34,10814,8.02,70.08,1,1
1457,11.59,8998,7.83,67.89,2,2
1458,14.27,10673,9.85,68.85,1,1
1459,12.8,12179,8.27,69.61,1,1
1460,12.93,12039,7.83,69.59,1,1
1461,13.03,11546,7.63,73.8,1,1
1462,14.79,13590,10.93,71.67,1,1
1463,11.95,11952,7.77,70.57,1,1
1464,13.45,11079,8.38,70.57,1,1
1465,12.78,7018,9.18,66.24,2,2
1466,11.6,8610,5.95,70.18,2,2
1467,12.7,8888,5.81,66.5,2,2
1468,13.22,11318,8.63,76.5,1,1
1469,12.99,10999,8.21,72.04,1,1
1470,14.94,14578,10.72,74.06,3,3
1471,12.37,11557,7.27,67.59,2,2
1472,14.02,12290,11.08,72.93,1,1
1473,11.34,8198,6.87,59.93,4,4
1474,15.34,15944,10.41,77.22,3,3
1475,14.7,8122,8.63,68.8,2,2
1476,14.52,14528,10.53,77.11,3,3
1477,12.48,11844,7.97,70.45,1,1
1478,12.75,11088,8.52,68.22,1,1
1479,12.42,11431,8.46,71.1,1,1
1480,13.67,11917,9.48,73.96,1,1
1481,11.96,11285,7.78,68.63,2,2
1482,16.23,14839,11.61,71.04,3,3
1483,13.73,8058,8.58,71.02,2,2
1484,13.27,9853,9.04,71.4,1,1
1485,12.24,7739,9.07,68.85,2,2
1486,11.92,8840,10.0,68.06,2,2
1487,12.41,10312,6.91,73.69,2,2
1488,13.19,6503,7.71,64.88,2,2
1489,13.55,10858,9.27,70.83,1,1
1490,16.02,14233,11.91,70.35,3,3
1491,15.4,16158,10.16,72.93,3,3
1492,13.04,10588,8.6,71.22,1,1
1493,13.65,9504,8.2,70.45,1,1
1494,12.74,7393,8.54,70.56,2,2
1495,12.88,11146,8.01,72.54,1,1
1496,12.95,12844,8.64,72.59,1,1
1497,11.8,9163,7.31,71.1,2,2
1498,11.86,12088,7.75,70.23,1,1
1499,5.19,5702,1.96,65.61,4,4
1500,12.94,9075,9.11,72.65,1,1
1501,15.75,16663,10.41,73.36,3,3
1502,12.54,9301,7.78,73.72,2,2
1503,14.78,17157,10.46,73.98,3,3
1504,14.98,10825,10.3,69.84,1,1
1505,13.15,9857,6.46,69.13,2,2
1506,12.22,10134,6.91,66.64,2,2
1507,11.99,10364,7.61,68.54,2,2
1508,11.7,12269,7.44,70.08,2,2
1509,12.57,12412,8.68,68.76,1,1
1510,10.59,5415,4.94,65.85,4,4
1511,13.12,11751,10.07,70.93,1,1
1512,16.28,14894,11.72,71.09,3,3
1513,11.75,9850,7.2,68.97,2,2
1514,13.18,10028,7.42,72.55,1,1
1515,5.79,5578,2.49,64.08,4,4
1516,11.73,10164,7.45,69.43,2,2
1517,12.64,10546,7.59,70.02,2,2
1518,11.88,9203,6.62,74.56,2,2
1519,12.08,11410,8.84,69.47,1,1
1520,11.75,10621,6.81,71.82,2,2
1521,12.04,11632,6.72,70.54,2,2
1522,11.33,4979,4.97,66.89,4,4
1523,13.71,14376,8.92,73.26,1,1
1524,14.31,11908,10.34,72.02,1,1
1525,13.0,5708,8.87,66.06,2,2
1526,14.72,14845,11.37,72.64,3,3
1527,12.57,9268,8.02,58.84,2,2
1528,12.87,14209,10.12,69.96,1,1
1529,12.19,9416,6.91,69.68,2,2
1530,16.0,13633,11.58,69.72,1,1
1531,14.41,16095,11.37,72.83,3,3
1532,14.16,10210,9.67,66.42,1,1
1533,13.21,11128,9.1,70.35,1,1
1534,12.3,10221,6.91,74.75,2,2
1535,13.16,13010,9.87,66.67,1,1
1536,14.25,10394,9.68,68.62,1,1
1537,12.68,12032,8.28759964968343,68.71520805728106,1,1
1538,12.994866396982918,10030,7.93837408844783,71.13557927294949,1,1
1539,14.399017417403496,11496,10.225675906028345,68.99746933234319,1,1
1540,13.17438443037055,12913,9.65730269563949,70.98163802358594,1,1
1541,14.397633732364207,14867,9.910631844999685,67.2743310280226,1,1
1542,12.841098758786925,11332,9.406767836111868,69.43124403775984,1,1
1543,12.495207151786747,12386,8.023732096491893,72.49223589356467,1,1
1544,12.798579951067635,13562,9.110393087178494,70.68698990483061,1,1
1545,12.972312031387,11157,8.789382664156422,69.8016501996181,1,1
1546,12.844747718357285,11194,9.117002219976696,72.82263230742329,1,1
1547,12.697020504052174,13662,9.067263845212945,71.04632209260798,1,1
1548,14.473947339894366,13797,10.550855184709507,71.72280295820951,1,1
1549,12.612284771945465,11238,7.845525012285555,71.96129632164211,1,1
1550,13.452577991242327,14285,9.30264812371841,70.75777267113808,1,1
1551,14.269776478824848,13815,10.733240589296416,71.99854570913169,1,1
1552,14.376488320087889,12354,9.972715936525375,72.97274993788277,1,1
1553,14.696726641023929,11914,10.96809738003657,71.6542921401097,1,1
1554,14.943681046341293,15369,9.67483269695941,71.73423229616265,1,1
1555,12.547822818668397,12252,8.219321401853055,68.53791707659558,1,1
1556,15.057277715464995,12055,10.871981564489582,72.61610463375736,1,1
1557,12.390284410342897,10526,7.506936501668781,75.159015208509,1,1
1558,13.668036950504307,10621,7.965266772286247,68.8105335445725,1,1
1559,13.362280477472403,11822,10.244560954944806,72.39157289175489,1,1
1560,13.94978143495915,14389,9.261227426672635,73.7395628699183,1,1
1561,13.82511592922431,13417,9.667594840078678,72.16539415936266,1,1
1562,12.819778971173118,11602,8.060588569216163,71.2454411115413,1,1
1563,14.122830189895215,15481,10.252830189895215,72.12264151916172,1,1
1564,12.876023143632953,10008,7.626497313215577,74.22560545866808,1,1
1565,13.135408650276691,13463,7.432900087256678,71.9286672860106,1,1
1566,14.244821637882682,11393,10.753803223504322,71.91576524631924,1,1
1567,13.016325978254438,10030,7.878287260887574,71.2995304738639,1,1
1568,12.96961087340813,11255,8.263248930336584,72.5720394022479,1,1
1569,12.8042931429094,11589,8.331857503221935,68.74246683990695,1,1
1570,14.078910112727925,10969,10.209783687731832,71.98384926984176,1,1
1571,12.702863138585705,11579,8.473585766569137,68.14317609417942,1,1
1572,14.334505040070644,13828,10.421179633116159,73.57528146753536,1,1
1573,12.898270947940667,13129,8.628982910553333,72.59037017367933,1,1
1574,12.766417347151183,12479,8.236417347151184,70.83598366837161,1,1
1575,13.810995825123756,11423,9.645923032603832,70.83770525145495,1,1
1576,13.745247621018231,12393,9.43940413423811,70.97664989604576,1,1
1577,12.869751709594528,13068,9.54859302103566,70.6344692272985,1,1
1578,14.613343857372437,11013,10.956077478011442,72.06311812976276,1,1
1579,13.379025263401932,10608,9.481802732923587,72.06314154589793,1,1
1580,12.65224191372081,10646,8.50965588496108,69.6981865624126,1,1
1581,12.637764545972345,10478,9.022790190579508,70.46136945068258,1,1
1582,15.054150814099298,11367,10.726533603256133,71.57690171264015,1,1
1583,14.289336673904197,14347,9.436136309478284,72.81233075198313,1,1
1584,12.91728156818808,10264,8.095051350915384,70.68840387236986,1,1
1585,12.942539074501912,11965,8.01326938100537,75.59108002395085,1,1
1586,11.961681124725226,13662,8.503319358811828,70.95509577863132,1,1
1587,13.569959938021922,13472,8.858291378334117,71.02743273107006,1,1
1588,13.112761020151,11247,9.079030163728202,72.67851511335606,1,1
1589,13.564906783351317,12124,9.880015219044683,72.95937221440683,1,1
1590,12.746623479170225,10536,7.777028828286279,75.88000416541202,1,1
1591,13.56232984825637,12290,10.400429168623095,72.12561003632938,1,1
1592,13.169465756715839,11531,8.534633949694843,68.89663239419963,1,1
1593,13.621729209332582,11568,8.547792273414574,76.75321109693974,1,1
1594,13.42928120621036,13267,9.94648113767568,69.63360596251711,1,1
1595,12.8796649741697,13523,9.537657833135237,70.59188634623806,1,1
1596,12.78739592143823,10679,8.659570593455475,71.26652547075145,1,1
1597,12.509610963280348,11322,8.901369624176997,71.36425961123727,1,1
1598,14.839305304685016,11136,10.40470648350391,70.68954499001971,1,1
1599,14.813426353523306,11333,10.32253027543919,70.28328945588524,1,1
1600,13.899482567647512,10732,10.45948256764751,72.05932470820593,1,1
1601,13.29075525701653,10955,9.438686686424566,68.96898944426202,1,1
1602,12.704239569979269,10609,8.957960967546644,72.43068832512587,1,1
1603,14.37867760606252,10426,9.729683463954796,70.75566236155179,1,1
1604,14.930192959201523,11333,10.34747819901281,70.1432246525139,1,1
1605,12.185123340038029,10517,8.468354458755126,72.65044933801562,1,1
1606,14.462323598296209,12389,10.369691177035214,72.44970602915586,1,1
1607,13.078930094700945,13231,9.001966368048269,67.90112595855194,1,1
1608,12.316956605674863,11663,8.037913018297541,70.0052179368866,1,1
1609,13.297378960072,11453,7.8040501333790475,72.78263455984914,1,1
1610,14.51562282319562,9514,9.266082845409343,68.19938065969139,1,1
1611,13.764378826345677,9063,8.065446832771453,71.58591174179244,1,1
1612,14.339540825404866,11913,10.318687981296621,72.88168688119006,1,1
1613,13.064878347172664,10253,8.47864890581252,69.36127225765165,1,1
1614,14.31938311033033,12068,9.591771249404044,72.57548053520722,1,1
1615,12.888710629599926,10394,8.59243027074933,71.03013765619144,1,1
1616,13.372010612741104,10927,8.67966153219699,69.45420308068181,1,1
1617,13.111642903667851,9760,8.155481543691746,73.07987301640384,1,1
1618,12.737668081597471,12177,8.42929268036202,69.73812672116075,1,1
1619,12.304026490267805,10408,8.887270617578592,70.20176679715958,1,1
1620,12.803697842476346,12506,8.582503561135418,70.37610064969988,1,1
1621,12.454583031071449,10652,7.8504423589268555,71.54822331000734,1,1
1622,13.869990385339108,11494,9.550705987765093,70.10144081951286,1,1
1623,14.069466919819655,10160,9.37792692736282,67.8693979496322,1,1
1624,12.98073163904178,11158,8.840795293524941,68.46615768914442,1,1
1625,12.324792860019091,12915,7.742390091368799,71.30794229505425,1,1
1626,12.65816652960982,11844,8.255272420242314,70.61580815761377,1,1
1627,13.221672928836064,10179,9.849001502685054,70.73907946698856,1,1
1628,13.984518979409655,13808,10.336366678058264,70.67930293520627,1,1
1629,12.458402208404893,10654,7.383608833619567,73.60052869639345,1,1
1630,13.278254256787692,11029,8.837779797513841,69.1582542567877,1,1
1631,15.18225784324325,14393,9.25827718478565,74.15537499175211,1,1
1632,13.485452654319738,10412,9.008792921814033,71.10579186833542,1,1
1633,13.837412962833685,10198,8.221831305182356,69.68017548420852,1,1
1634,13.811884619425614,10467,9.341884619425613,71.5639245588552,1,1
1635,13.2529528008488,11267,8.665012793775473,74.83206707890469,1,1
1636,13.062210623381398,11546,7.687556687681515,73.51010438956742,1,1
1637,12.844064358108774,12817,8.699540299223038,71.2874661438583,1,1
1638,12.957627862476135,11704,7.821935916549622,72.80086652129467,1,1
1639,13.630486604617756,11748,10.168986804548835,71.5814918028258,1,1
1640,14.112084203074414,12475,9.399098499558526,71.57707376618144,1,1
1641,13.640468924944276,10206,8.9289642708075,71.20304577285107,1,1
1642,14.234953928296852,13852,10.835791033149428,72.80921287394852,1,1
1643,12.689500501572075,11650,8.242595998455505,71.58356099873131,1,1
1644,13.103489559448372,10495,9.486833443977066,69.42426218064357,1,1
1645,13.574435638244431,12201,8.78909702119109,71.83932305912985,1,1
1646,13.190191511143803,11705,8.501127481408608,71.5349802972968,1,1
1647,13.824329497501681,9650,8.958443051051194,72.38193660860752,1,1
1648,12.848388119050826,11062,8.824730296822617,69.15842112168741,1,1
1649,12.597618477039214,10939,8.458419248011111,69.63564849237056,1,1
1650,13.811571579322562,10530,9.270464903810923,70.97527666887791,1,1
1651,15.132641042317609,13175,10.760545104011571,70.00054510401158,1,1
1652,13.022618314997661,11320,9.314334920623734,68.39656678874786,1,1
1653,12.697245999884476,12894,7.9082467618112435,71.81322522937822,1,1
1654,12.74274910365832,11796,9.07016764742983,70.89021995971176,1,1
1655,13.622091315597217,9851,7.923795616510951,72.48623916514035,1,1
1656,12.49943179404824,11234,8.43943179404824,69.4253692276809,1,1
1657,12.747992464699728,11707,8.810299335412939,72.30925477636455,1,1
1658,13.471499711734639,12291,10.129036383264229,71.84549459648699,1,1
1659,13.445196815720278,13739,8.918284714865301,72.5700555739696,1,1
1660,13.028593188117192,11028,9.105459894031465,68.85647316456863,1,1
1661,15.007737122996712,10861,10.846559796233954,71.2198190749599,1,1
1662,13.79039982985541,13182,9.387809935032344,69.99384459167146,1,1
1663,15.009477603631359,14767,11.553208847207658,70.44216405447038,1,1
1664,12.634779865827738,10789,9.329568115405346,69.85542250483556,1,1
1665,13.290791653633429,11540,10.359339181554184,69.22182179329049,1,1
1666,14.731066523913684,11916,10.943878815399435,71.7003212916653,1,1
1667,14.007212335211264,13299,9.535416510311117,72.28206352770654,1,1
1668,14.19631643663389,14849,9.438451278650394,66.29702706511361,1,1
1669,14.340080353454592,9582,9.306921119272873,69.93012053018188,1,1
1670,12.939110180391358,12179,8.345718199453524,69.72974040843813,1,1
1671,15.572863211962241,12065,11.09843894791028,69.7771329386445,1,1
1672,12.571582386432288,10519,7.81537469380934,73.99557935526313,1,1
1673,13.405108220185484,10155,8.710735573061173,70.06781053120613,1,1
1674,13.69665998253287,8888,9.295453065503985,70.88762627074502,1,1
1675,12.850266663497848,11832,7.608084838834355,69.47310304744346,1,1
1676,12.464241637096988,13071,8.729987579018596,70.49900127044405,1,1
1677,12.998434159049035,12000,8.672226833739474,71.62461968210006,1,1
1678,12.937278821533868,11401,9.94266247533315,71.66875890046778,1,1
1679,12.812179443271996,11406,9.586125718381938,68.69598173139818,1,1
1680,14.110652816626928,13650,10.029446725820716,71.14564402867565,1,1
1681,14.578085388961824,8776,9.307784699746858,71.22926156658228,1,1
1682,13.012828017108179,10028,8.144848405132453,70.57787898716887,1,1
1683,14.586802098162005,10817,9.870225549153819,70.14175652931753,1,1
1684,13.056734506084927,11553,8.768945086976595,69.35639090267073,1,1
1685,12.764731123236496,12597,7.848223996096568,73.9694966196399,1,1
1686,13.933733125135658,9284,7.798591943387226,71.67951756009317,1,1
1687,14.127990023497532,10297,9.590821458752298,66.63335171807196,1,1
1688,14.154410646524273,13582,10.39601846833842,71.53596414994729,1,1
1689,13.785924997159109,10917,8.431109084710782,69.10629545196282,1,1
1690,13.750397443403346,13263,9.432583382121745,72.66509936085083,1,1
1691,13.616624721696754,8683,9.472765543828219,71.22112509276775,1,1
1692,13.121451649360775,11801,9.940484636576283,72.28612968849396,1,1
1693,14.29504084752357,10526,9.802893085247474,70.96303694056903,1,1
1694,13.39545085327229,11715,10.402753589461375,73.80895288397252,1,1
1695,14.350231325860682,10795,10.290978667070227,69.13916367767386,1,1
1696,14.337711123453502,12199,10.490102008010691,71.43993250129061,1,1
1697,12.334141461550715,11760,8.80446719423659,70.0755932980417,1,1
1698,12.374398966463882,12974,8.187415722725998,72.04974766414142,1,1
1699,13.567838513640876,11103,8.66275948292112,72.75664729417355,1,1
1700,14.618313294966033,15071,10.347462073333297,70.7759192058504,1,1
1701,13.126456784933966,13361,7.425691113932091,71.92043659140566,1,1
1702,14.004861701430848,12063,9.427099206195823,74.27204446108829,1,1
1703,14.664062183869149,10188,9.653347657293263,71.03789939215213,1,1
1704,14.008393964552608,12485,9.62825344119706,71.11384692178011,1,1
1705,14.352476958430094,13812,10.387461597383489,73.54157642224034,1,1
1706,12.34108071232876,10791,9.32353107412623,71.07644310177953,1,1
1707,14.459884934225338,9816,8.988043881830718,66.93942467112667,1,1
1708,12.439306018526072,11602,8.055120494361448,72.28821442629936,1,1
1709,12.018501955191997,12905,7.9058567128258534,71.22099869653867,1,1
1710,14.1401924331418,10160,9.51848542940819,66.7640223251582,1,1
1711,12.675946985502549,11318,9.565389393346496,71.27900001877006,1,1
1712,13.74222617941525,9589,8.902495487125053,70.47202875219637,1,1
1713,14.006497919932967,10184,9.997472304013826,70.96197260792292,1,1
1714,13.789089520322575,12468,8.664147141386087,72.09948713909777,1,1
1715,13.652380865363574,10997,8.9482910397493,70.05505386689542,1,1
1716,13.41736879390031,10616,9.543026595425232,70.75523407577582,1,1
1717,12.450811283749207,11323,8.604571241781716,71.50425884821617,1,1
1718,14.713930494477577,10374,10.082026832987502,70.18524028536068,1,1
1719,13.020018405754763,11069,8.675984048345871,68.85330061199153,1,1
1720,13.754205812709147,10417,8.652882470799904,69.32581173470547,1,1
1721,12.69519005415273,10933,8.576626576723672,72.86025760001753,1,1
1722,13.378528600346572,10608,9.480661464626163,72.06203197949766,1,1
1723,15.431187047026794,13226,11.049417713952572,69.57545058637265,1,1
1724,14.692411715276377,14465,10.432354713440738,73.837531282888,1,1
1725,13.480684895719044,9266,8.710622679972035,70.88408480151664,1,1
1726,12.375801428771066,10737,8.253659178136484,70.28287731665857,1,1
1727,13.44210064334542,9035,7.664564214893082,73.11345792625707,1,1
1728,13.345085142537094,11158,8.281787178573227,68.5310425596299,1,1
1729,12.981743639993208,11010,8.432921720183389,71.56938747961284,1,1
1730,12.903719688036075,12763,9.694973675008109,69.94729180322456,1,1
1731,13.749378839591204,14435,10.249749236575115,71.30997377402683,1,1
1732,13.013158099616037,11752,9.560872157830724,71.20372361319788,1,1
1733,12.942540435613923,11494,8.66006329052614,69.00229430579004,1,1
1734,12.915464352715412,11376,8.681563789905951,71.29472138837076,1,1
1735,13.825051128833886,9664,8.446154094883035,72.61791819386579,1,1
1736,13.32204556353381,11154,9.086554498302153,72.47181492219855,1,1
1737,12.806949827624004,11799,9.692604046961113,71.25997861602113,1,1
1738,13.208125482952822,11070,8.285937687814986,70.85218693655504,1,1
1739,13.540071852859356,9484,8.216165903991271,70.54052906235113,1,1
1740,14.576892066628945,10868,10.548059341347662,71.40192986042491,1,1
1741,12.955447979259581,10930,8.474669863795215,71.73068454362594,1,1
1742,13.593655940281089,11154,8.676665851286266,70.97072341949124,1,1
1743,12.787723309206706,11482,9.578144607740308,69.859155304543,1,1
1744,13.565878497006684,14516,9.44940341018115,72.11562577316217,1,1
1745,13.512049584969066,11512,8.09952701885329,72.03164195482965,1,1
1746,14.314782992225938,11329,10.014257454122383,69.58105107620712,1,1
1747,14.216287102848282,13860,10.931199252108781,72.60284074815601,1,1
1748,14.54472908887532,15700,11.813933109940807,72.47,3,3
1749,16.989236041538398,19201,11.430556817367309,74.57060537234511,3,3
1750,14.208399005614488,16978,10.951576134747688,74.43118210106076,3,3
1751,16.17316779081644,14328,11.53298000359821,73.02660812986048,3,3
1752,15.789550654592093,14910,11.661613173165726,70.86813005802976,3,3
1753,13.061302525146095,17573,11.187804986583252,73.38456534875297,3,3
1754,14.951738365864772,14057,11.521738365864772,73.21521509759431,3,3
1755,13.969515237147787,17325,10.333213320069028,74.9393040364865,3,3
1756,15.546493476408195,16596,11.010226588286415,71.83763105097839,3,3
1757,12.718930729541407,18817,10.83061623532798,73.41067063539376,3,3
1758,14.960730639650293,17118,10.63146240171951,73.52122222242618,3,3
1759,15.230537327898707,15604,9.550504868856352,73.81201947542542,3,3
1760,16.568028915431608,14336,12.186400090019486,73.70394329438035,3,3
1761,13.300291030817034,18813,10.90107462494028,73.5221879627777,3,3
1762,14.407891428959612,16078,11.321502866071071,72.82578285791922,3,3
1763,17.27739806125965,16895,12.581574465747932,71.46976918556449,3,3
1764,14.924217560600905,14919,11.111612611447187,75.17228991367034,3,3
1765,15.438235103974273,14566,10.99261920783498,73.94405849781731,3,3
1766,12.942016095425492,20710,10.830345121136839,73.80075926650105,3,3
1767,16.18483448820451,14842,11.541942379486242,71.42297879180015,3,3
1768,14.4394838954012,15661,11.727841256849384,72.48408435596868,3,3
1769,15.568316861070011,16892,11.208316861070012,72.0748517496301,3,3
1770,16.82050432902523,16922,12.191872258905098,71.55916788493107,3,3
1771,15.468401781307248,15244,10.554186665012226,77.2464782286194,3,3
1772,13.741022793912986,17337,10.462811136370618,74.55250993164456,3,3
1773,16.0065749895777,14030,11.779135745033624,70.05008297460772,3,3
1774,14.931888505678248,15732,11.312474789400605,74.25721377732502,3,3
1775,14.379621371688222,15236,11.394905342922055,72.71216410272761,3,3
1776,16.548525840612694,14346,12.145343289880293,73.71744547103874,3,3
1777,15.365002687588133,13555,11.50658770136025,72.88224832234602,3,3
1778,15.704183883419997,13289,11.78180546672,71.25501218852001,3,3
1779,14.648995273798326,14777,10.816103711531461,74.22682519748294,3,3
1780,14.844425028622634,14610,10.318697589062003,74.0393297360081,3,3
1781,16.296954015275997,14398,11.914568977086008,73.52918342494117,3,3
1782,14.698496249268578,15350,11.038230978488018,75.92446179208356,3,3
1783,14.2377229209925,17701,11.155552460866021,74.28901290307289,3,3
1784,16.641757467998534,16061,10.938973879571098,74.83187687043646,3,3
1785,16.308677607970935,14387,11.961929935507184,73.54108647644921,3,3
1786,12.800412439613671,20481,10.636186594205068,73.6228870772957,3,3
1787,14.470983459464591,15673,11.709962116291067,72.52470200166465,3,3
1788,16.369910829503922,16925,12.110708449270904,72.35442654985467,3,3
1789,15.51583815250888,14093,11.732595214465853,71.8270282478279,3,3
1790,13.741730776092103,16992,11.231214922298848,73.4983162703447,3,3
1791,14.44648148987287,14547,10.796693789031092,74.38741205359904,3,3
1792,15.207762267143934,15649,9.73550305802562,74.57645011435568,3,3
1793,15.381833011623868,16667,10.177921965480786,73.1676043677351,3,3
1794,15.914618919016036,14554,11.253282050027641,73.83320188676986,3,3
1795,14.552119025524725,15219,11.438029756381182,72.06370070034222,3,3
1796,15.270201304700024,16967,11.10411072581986,72.48583898917937,3,3
1797,15.926448661012563,13883,11.74952105524582,70.52309553016836,3,3
